,0
2998,3
2999,3
3000,1
3001,3
3002,3
3003,1
3004,3
3005,0
3006,0
3007,1
3008,1
3009,3
3010,0
3011,0
3012,1
3013,1
3014,1
3015,0
3016,1
3017,2
3018,3
3019,0
3020,3
3021,3
3022,1
3023,1
3024,3
3025,1
3026,1
3027,1
3028,2
3029,2
3030,1
3031,2
3032,3
3033,0
3034,0
3035,1
3036,3
3037,3
3038,1
3039,0
3040,3
3041,0
3042,1
3043,3
3044,1
3045,0
3046,2
3047,2
3048,1
3049,3
3050,0
3051,3
3052,3
3053,3
3054,0
3055,3
3056,0
3057,1
3058,3
3059,1
3060,3
3061,0
3062,3
3063,0
3064,1
3065,1
3066,1
3067,1
3068,3
3069,0
3070,3
3071,1
3072,3
3073,2
3074,1
3075,0
3076,0
3077,0
3078,3
3079,0
3080,3
3081,2
3082,1
3083,0
3084,0
3085,2
3086,1
3087,3
3088,3
3089,0
3090,1
3091,0
3092,1
3093,0
3094,1
3095,0
3096,0
3097,3
3098,1
3099,0
3100,3
3101,1
3102,0
3103,3
3104,1
3105,0
3106,3
3107,3
3108,3
3109,3
3110,3
3111,1
3112,3
3113,0
3114,3
3115,1
3116,0
3117,1
3118,1
3119,1
3120,2
3121,2
3122,1
3123,3
3124,0
3125,0
3126,2
3127,0
3128,1
3129,1
3130,0
3131,0
3132,2
3133,2
3134,3
3135,1
3136,1
3137,1
3138,0
3139,0
3140,1
3141,0
3142,0
3143,3
3144,3
3145,0
3146,0
3147,0
3148,3
3149,1
3150,1
3151,3
3152,0
3153,3
3154,0
3155,0
3156,1
3157,1
3158,1
3159,1
3160,1
3161,1
3162,1
3163,3
3164,1
3165,1
3166,1
3167,1
3168,3
3169,0
3170,0
3171,3
3172,3
3173,0
3174,3
3175,3
3176,2
3177,3
3178,3
3179,3
3180,3
3181,3
3182,3
3183,3
3184,3
3185,0
3186,0
3187,3
3188,0
3189,0
3190,0
3191,0
3192,2
3193,3
3194,1
3195,1
3196,2
3197,2
3198,3
3199,3
3200,1
3201,1
3202,0
3203,3
3204,2
3205,1
3206,3
3207,0
3208,0
3209,3
3210,1
3211,3
3212,3
3213,3
3214,3
3215,0
3216,3
3217,3
3218,1
3219,1
3220,3
3221,2
3222,1
3223,2
3224,1
3225,0
3226,1
3227,1
3228,0
3229,1
3230,2
3231,1
3232,1
3233,3
3234,1
3235,3
3236,3
3237,0
3238,1
3239,3
3240,0
3241,2
3242,0
3243,3
3244,1
3245,0
3246,3
3247,0
3248,1
3249,1
3250,0
3251,1
3252,1
3253,0
3254,1
3255,3
3256,1
3257,3
3258,0
3259,0
3260,1
3261,0
3262,1
3263,3
3264,1
3265,1
3266,0
3267,1
3268,2
3269,0
3270,1
3271,1
3272,0
3273,1
3274,1
3275,0
3276,1
3277,0
3278,1
3279,3
3280,0
3281,2
3282,0
3283,2
3284,3
3285,1
3286,3
3287,3
3288,0
3289,0
3290,1
3291,3
3292,3
3293,1
3294,1
3295,1
3296,1
3297,2
3298,3
3299,2
3300,2
3301,0
3302,1
3303,1
3304,1
3305,1
3306,3
3307,0
3308,2
3309,1
3310,1
3311,1
3312,0
3313,2
3314,1
3315,2
3316,3
3317,1
3318,3
3319,2
3320,3
3321,1
3322,1
3323,1
3324,0
3325,1
3326,0
3327,1
3328,3
3329,3
3330,1
3331,0
3332,1
3333,3
3334,0
3335,3
3336,2
3337,1
3338,1
3339,0
3340,0
3341,1
3342,2
3343,0
3344,3
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3352,2
3353,3
3354,3
3355,3
3356,3
3357,3
3358,0
3359,1
3360,0
3361,0
3362,3
3363,3
3364,0
3365,0
3366,3
3367,1
3368,3
3369,3
3370,3
3371,0
3372,1
3373,1
3374,1
3375,3
3376,3
3377,1
3378,1
3379,3
3380,1
3381,0
3382,1
3383,3
3384,1
3385,3
3386,1
3387,1
3388,2
3389,1
3390,3
3391,0
3392,3
3393,3
3394,3
3395,1
3396,3
3397,1
3398,1
3399,1
3400,1
3401,1
3402,3
3403,2
3404,0
3405,1
3406,3
3407,1
3408,3
3409,0
3410,1
3411,1
3412,3
3413,0
3414,2
3415,1
3416,3
3417,1
3418,1
3419,0
3420,3
3421,3
3422,1
3423,3
3424,1
3425,3
3426,2
3427,3
3428,3
3429,3
3430,3
3431,1
3432,2
3433,3
3434,3
3435,1
3436,1
3437,3
3438,1
3439,3
3440,3
3441,3
3442,1
3443,1
3444,3
3445,1
3446,0
3447,3
3448,3
3449,0
3450,3
3451,0
3452,1
3453,1
3454,1
3455,0
3456,2
3457,0
3458,3
3459,1
3460,1
3461,1
3462,3
3463,3
3464,3
3465,1
3466,3
3467,3
3468,3
3469,3
3470,1
3471,1
3472,1
3473,1
3474,0
3475,1
3476,1
3477,3
3478,3
3479,3
3480,1
3481,0
3482,3
3483,0
3484,2
3485,1
3486,1
3487,1
3488,1
3489,3
3490,3
3491,0
3492,3
3493,0
3494,0
3495,0
3496,3
3497,3
3498,3
3499,0
3500,0
3501,3
3502,3
3503,0
3504,1
3505,1
3506,3
3507,1
3508,2
3509,3
3510,1
3511,0
3512,0
3513,0
3514,3
3515,1
3516,3
3517,0
3518,3
3519,1
3520,3
3521,3
3522,3
3523,1
3524,1
3525,1
3526,0
3527,3
3528,0
3529,1
3530,0
3531,0
3532,1
3533,1
3534,2
3535,1
3536,3
3537,1
3538,3
3539,2
3540,0
3541,0
3542,3
3543,2
3544,0
3545,0
3546,3
3547,2
3548,1
3549,1
3550,1
3551,0
3552,3
3553,3
3554,3
3555,3
3556,3
3557,3
3558,3
3559,3
3560,0
3561,3
3562,2
3563,1
3564,2
3565,3
3566,0
3567,2
3568,2
3569,1
3570,3
3571,3
3572,3
3573,0
3574,0
3575,1
3576,0
3577,3
3578,1
3579,2
3580,1
3581,3
3582,3
3583,3
3584,1
3585,0
3586,3
3587,2
3588,1
3589,3
3590,3
3591,1
3592,0
3593,1
3594,0
3595,3
3596,1
3597,3
3598,1
3599,1
3600,1
3601,1
3602,0
3603,3
3604,0
3605,1
3606,3
3607,3
3608,1
3609,0
3610,0
3611,3
3612,0
3613,0
3614,1
3615,0
3616,1
3617,3
3618,3
3619,3
3620,3
3621,3
3622,3
3623,1
3624,1
3625,3
3626,0
3627,1
3628,0
3629,3
3630,1
3631,1
3632,2
3633,0
3634,3
3635,1
3636,0
3637,2
3638,0
3639,0
3640,3
3641,1
3642,3
3643,3
3644,0
3645,0
3646,1
3647,1
3648,1
3649,1
3650,0
3651,1
3652,1
3653,2
3654,1
3655,2
3656,3
3657,3
3658,3
3659,1
3660,3
3661,3
3662,1
3663,0
3664,3
3665,3
3666,1
3667,1
3668,1
3669,0
3670,0
3671,3
3672,1
3673,0
3674,0
3675,3
3676,2
3677,0
3678,3
3679,3
3680,1
3681,2
3682,1
3683,3
3684,1
3685,0
3686,0
3687,1
3688,1
3689,1
3690,1
3691,1
3692,2
3693,3
3694,1
3695,0
3696,3
3697,3
3698,2
3699,3
3700,0
3701,3
3702,1
3703,1
3704,1
3705,3
3706,1
3707,0
3708,3
3709,3
3710,2
3711,3
3712,3
3713,3
3714,1
3715,0
3716,1
3717,1
3718,3
3719,1
3720,1
3721,3
3722,1
3723,3
3724,0
3725,0
3726,3
3727,3
3728,1
3729,1
3730,1
3731,1
3732,3
3733,2
3734,1
3735,0
3736,1
3737,0
3738,1
3739,3
3740,3
3741,2
3742,3
3743,3
3744,3
3745,0
3746,0
3747,0
3748,1
3749,0
3750,1
3751,1
3752,0
3753,3
3754,3
3755,3
3756,1
3757,3
3758,1
3759,3
3760,1
3761,2
3762,3
3763,1
3764,0
3765,1
3766,3
3767,0
3768,1
3769,3
3770,0
3771,0
3772,3
3773,3
3774,1
3775,3
3776,1
3777,1
3778,3
3779,3
3780,3
3781,0
3782,0
3783,0
3784,3
3785,3
3786,0
3787,1
3788,3
3789,0
3790,1
3791,3
3792,1
3793,0
3794,1
3795,1
3796,1
3797,1
3798,0
3799,3
3800,3
3801,3
3802,0
3803,0
3804,0
3805,1
3806,3
3807,0
3808,3
3809,3
3810,1
3811,3
3812,1
3813,3
3814,1
3815,1
3816,0
3817,0
3818,3
3819,1
3820,3
3821,2
3822,1
3823,1
3824,3
3825,3
3826,0
3827,1
3828,1
3829,3
3830,3
3831,1
3832,2
3833,1
3834,3
3835,3
3836,3
3837,0
3838,2
3839,1
3840,3
3841,1
3842,0
3843,0
3844,3
3845,1
3846,2
3847,0
3848,3
3849,3
3850,0
3851,3
3852,1
3853,2
3854,0
3855,0
3856,3
3857,3
3858,3
3859,0
3860,3
3861,2
3862,1
3863,0
3864,1
3865,2
3866,1
3867,1
3868,2
3869,0
3870,3
3871,1
3872,1
3873,3
3874,1
3875,0
3876,0
3877,3
3878,1
3879,1
3880,2
3881,0
3882,1
3883,3
3884,3
3885,1
3886,0
3887,1
3888,0
3889,3
3890,3
3891,1
3892,1
3893,3
3894,3
3895,3
3896,3
3897,2
3898,1
3899,3
3900,1
3901,1
3902,2
3903,2
3904,0
3905,0
3906,0
3907,3
3908,1
3909,3
3910,0
3911,1
3912,3
3913,3
3914,0
3915,3
3916,1
3917,3
3918,2
3919,3
3920,3
3921,1
3922,3
3923,0
3924,3
3925,0
3926,3
3927,1
3928,1
3929,1
3930,1
3931,1
3932,0
3933,1
3934,3
3935,3
3936,0
3937,3
3938,0
3939,3
3940,3
3941,1
3942,1
3943,3
3944,1
3945,0
3946,1
3947,0
3948,3
3949,3
3950,0
3951,3
3952,3
3953,0
3954,3
3955,3
3956,3
3957,3
3958,1
3959,1
3960,1
3961,1
3962,1
3963,3
3964,0
3965,1
3966,0
3967,3
3968,1
3969,0
3970,0
3971,1
3972,1
3973,3
3974,0
3975,0
3976,3
3977,3
3978,0
3979,0
3980,1
3981,2
3982,0
3983,0
3984,0
3985,2
3986,3
3987,2
3988,0
3989,0
3990,3
3991,3
3992,1
3993,1
3994,1
3995,1
3996,0
3997,3
3998,0
3999,0
4000,2
4001,0
4002,0
4003,3
4004,3
4005,3
4006,3
4007,3
4008,3
4009,3
4010,2
4011,3
4012,1
4013,1
4014,3
4015,3
4016,3
4017,3
4018,3
4019,3
4020,3
4021,0
4022,0
4023,0
4024,3
4025,3
4026,0
4027,1
4028,3
4029,3
4030,0
4031,3
4032,1
4033,1
4034,3
4035,3
4036,3
4037,1
4038,0
4039,0
4040,1
4041,1
4042,3
4043,0
4044,3
4045,2
4046,0
4047,0
4048,0
4049,3
4050,3
4051,0
4052,0
4053,3
4054,2
4055,1
4056,1
4057,1
4058,1
4059,1
4060,2
4061,3
4062,0
4063,3
4064,1
4065,0
4066,1
4067,1
4068,1
4069,2
4070,1
4071,1
4072,1
4073,3
4074,1
4075,3
4076,3
4077,3
4078,1
4079,0
4080,0
4081,0
4082,3
4083,1
4084,1
4085,3
4086,1
4087,1
4088,1
4089,1
4090,3
4091,0
4092,1
4093,0
4094,1
4095,0
4096,2
4097,1
4098,1
4099,1
4100,2
4101,3
4102,3
4103,1
4104,0
4105,1
4106,0
4107,0
4108,0
4109,0
4110,1
4111,0
4112,1
4113,3
4114,1
4115,1
4116,0
4117,3
4118,3
4119,3
4120,1
4121,2
4122,0
4123,3
4124,0
4125,1
4126,0
4127,0
4128,0
4129,3
4130,3
4131,2
4132,0
4133,3
4134,1
4135,0
4136,3
4137,1
4138,3
4139,0
4140,1
4141,1
4142,1
4143,3
4144,2
4145,2
4146,3
4147,0
4148,1
4149,3
4150,0
4151,3
4152,1
4153,1
4154,0
4155,1
4156,3
4157,0
4158,0
4159,1
4160,1
4161,0
4162,0
4163,1
4164,3
4165,3
4166,1
4167,3
4168,0
4169,0
4170,3
4171,1
4172,0
4173,0
4174,0
4175,3
4176,0
4177,3
4178,0
4179,1
4180,0
4181,1
4182,0
4183,0
4184,1
4185,1
4186,3
4187,1
4188,2
4189,2
4190,0
4191,3
4192,3
4193,1
4194,0
4195,2
4196,0
4197,0
4198,0
4199,1
4200,3
4201,2
4202,1
4203,0
4204,3
4205,3
4206,1
4207,0
4208,1
4209,1
4210,1
4211,3
4212,1
4213,3
4214,0
4215,3
4216,1
4217,3
4218,3
4219,3
4220,3
4221,1
4222,3
4223,0
4224,1
4225,3
4226,0
4227,0
4228,3
4229,3
4230,3
4231,1
4232,3
4233,3
4234,3
4235,0
4236,3
4237,1
4238,0
4239,1
4240,1
4241,3
4242,3
4243,0
4244,1
4245,1
4246,1
4247,0
4248,1
4249,1
4250,1
4251,2
4252,3
4253,0
4254,3
4255,0
4256,3
4257,1
4258,2
4259,0
4260,3
4261,0
4262,3
4263,3
4264,1
4265,3
4266,1
4267,3
4268,1
4269,0
4270,0
4271,2
4272,1
4273,1
4274,2
4275,3
4276,0
4277,3
4278,1
4279,1
4280,0
4281,0
4282,0
4283,3
4284,3
4285,3
4286,0
4287,3
4288,0
4289,1
4290,0
4291,1
4292,0
4293,0
4294,2
4295,3
4296,0
4297,0
4298,1
4299,1
4300,3
4301,3
4302,3
4303,3
4304,3
4305,3
4306,2
4307,2
4308,2
4309,3
4310,2
4311,0
4312,3
4313,3
4314,1
4315,2
4316,3
4317,3
4318,3
4319,0
4320,0
4321,1
4322,1
4323,0
4324,3
4325,0
4326,1
4327,1
4328,1
4329,1
4330,1
4331,0
4332,3
4333,3
4334,1
4335,1
4336,1
4337,2
4338,1
4339,0
4340,3
4341,0
4342,0
4343,3
4344,1
4345,1
4346,1
4347,0
4348,1
4349,1
4350,1
4351,1
4352,1
4353,0
4354,0
4355,3
4356,1
4357,1
4358,3
4359,0
4360,3
4361,3
4362,1
4363,0
4364,1
4365,1
4366,3
4367,1
4368,1
4369,2
4370,1
4371,0
4372,0
4373,3
4374,0
4375,3
4376,3
4377,2
4378,0
4379,1
4380,0
4381,1
4382,1
4383,1
4384,0
4385,0
4386,1
4387,0
4388,2
4389,3
4390,1
4391,1
4392,1
4393,1
4394,1
4395,0
4396,1
4397,0
4398,0
4399,1
4400,0
4401,3
4402,3
4403,1
4404,0
4405,2
4406,1
4407,3
4408,1
4409,1
4410,1
4411,3
4412,0
4413,1
4414,1
4415,3
4416,0
4417,1
4418,2
4419,0
4420,0
4421,1
4422,3
4423,1
4424,1
4425,1
4426,1
4427,3
4428,2
4429,1
4430,1
4431,3
4432,1
4433,3
4434,3
4435,3
4436,2
4437,3
4438,1
4439,3
4440,0
4441,0
4442,3
4443,1
4444,1
4445,1
4446,1
4447,1
4448,2
4449,3
4450,3
4451,1
4452,0
4453,3
4454,2
4455,1
4456,1
4457,3
4458,3
4459,1
4460,1
4461,3
4462,0
4463,3
4464,0
4465,0
4466,3
4467,1
4468,0
4469,3
4470,2
4471,0
4472,3
4473,2
4474,3
4475,3
4476,3
4477,0
4478,1
4479,3
4480,3
4481,0
4482,1
4483,2
4484,0
4485,1
4486,0
4487,3
4488,3
4489,0
4490,3
4491,0
4492,1
4493,3
4494,3
4495,0
4496,0
4497,1
4498,3
4499,0
4500,0
4501,1
4502,1
4503,0
4504,1
4505,0
4506,2
4507,3
4508,1
4509,1
4510,3
4511,3
4512,3
4513,0
4514,1
4515,1
4516,1
4517,3
4518,3
4519,0
4520,1
4521,3
4522,3
4523,1
4524,1
4525,1
4526,2
4527,1
4528,3
4529,3
4530,1
4531,3
4532,3
4533,1
4534,3
4535,2
4536,1
4537,2
4538,1
4539,3
4540,3
4541,3
4542,3
4543,3
4544,1
4545,3
4546,0
4547,2
4548,3
4549,3
4550,3
4551,3
4552,3
4553,1
4554,0
4555,3
4556,1
4557,1
4558,2
4559,3
4560,1
4561,0
4562,1
4563,3
4564,0
4565,1
4566,3
4567,2
4568,3
4569,3
4570,0
4571,1
4572,0
4573,0
4574,3
4575,3
4576,3
4577,0
4578,2
4579,3
4580,3
4581,3
4582,3
4583,0
4584,0
4585,2
4586,3
4587,0
4588,0
4589,1
4590,1
4591,1
4592,0
4593,1
4594,2
4595,1
4596,1
4597,0
4598,3
4599,3
4600,3
4601,0
4602,3
4603,0
4604,1
4605,3
4606,3
4607,2
4608,0
4609,0
4610,3
4611,2
4612,3
4613,3
4614,1
4615,0
4616,1
4617,3
4618,3
4619,0
4620,1
4621,3
4622,3
4623,1
4624,3
4625,1
4626,3
4627,2
4628,3
4629,1
4630,0
4631,3
4632,1
4633,0
4634,0
4635,3
4636,3
4637,3
4638,3
4639,1
4640,3
4641,0
4642,3
4643,3
4644,0
4645,1
4646,1
4647,1
4648,3
4649,3
4650,1
4651,1
4652,1
4653,0
4654,0
4655,3
4656,0
4657,2
4658,2
4659,3
4660,3
4661,1
4662,3
4663,1
4664,2
4665,3
4666,3
4667,1
4668,2
4669,0
4670,1
4671,3
4672,1
4673,1
4674,1
4675,0
4676,3
4677,0
4678,3
4679,3
4680,1
4681,0
4682,3
4683,0
4684,3
4685,2
4686,3
4687,3
4688,3
4689,0
4690,3
4691,1
4692,0
4693,1
4694,3
4695,0
4696,1
4697,0
4698,2
4699,1
4700,2
4701,0
4702,1
4703,1
4704,3
4705,1
4706,2
4707,1
4708,1
4709,0
4710,3
4711,0
4712,3
4713,0
4714,0
4715,0
4716,0
4717,3
4718,1
4719,3
4720,0
4721,3
4722,3
4723,3
4724,3
4725,0
4726,3
4727,3
4728,3
4729,3
4730,2
4731,0
4732,3
4733,0
4734,0
4735,2
4736,3
4737,3
4738,3
4739,0
4740,3
4741,0
4742,1
4743,3
4744,1
4745,1
4746,1
4747,0
4748,0
4749,2
4750,0
4751,1
4752,3
4753,0
4754,1
4755,3
4756,3
4757,3
4758,1
4759,0
4760,3
4761,3
4762,0
4763,3
4764,3
4765,3
4766,3
4767,1
4768,1
4769,1
4770,1
4771,1
4772,0
4773,3
4774,1
4775,3
4776,3
4777,3
4778,1
4779,2
4780,1
4781,0
4782,0
4783,3
4784,0
4785,3
4786,1
4787,3
4788,1
4789,2
4790,3
4791,3
4792,1
4793,0
4794,3
4795,0
4796,1
4797,3
4798,2
4799,1
4800,3
4801,3
4802,2
4803,1
4804,2
4805,3
4806,1
4807,3
4808,2
4809,3
4810,0
4811,3
4812,0
4813,2
4814,0
4815,3
4816,0
4817,1
4818,1
4819,1
4820,3
4821,0
4822,3
4823,1
4824,1
4825,3
4826,0
4827,3
4828,3
4829,1
4830,1
4831,0
4832,3
4833,1
4834,1
4835,1
4836,0
4837,3
4838,3
4839,1
4840,3
4841,1
4842,1
4843,0
4844,2
4845,1
4846,1
4847,1
4848,3
4849,2
4850,0
4851,3
4852,1
4853,1
4854,3
4855,1
4856,0
4857,3
4858,2
4859,1
4860,1
4861,3
4862,0
4863,0
4864,3
4865,2
4866,1
4867,1
4868,0
4869,0
4870,0
4871,0
4872,3
4873,3
4874,1
4875,3
4876,2
4877,0
4878,1
4879,3
4880,1
4881,0
4882,3
4883,3
4884,0
4885,3
4886,0
4887,3
4888,1
4889,2
4890,3
4891,3
4892,0
4893,2
4894,3
4895,3
4896,1
4897,1
4898,3
4899,3
4900,1
4901,3
4902,1
4903,3
4904,3
4905,0
4906,0
4907,3
4908,3
4909,2
4910,1
4911,0
4912,2
4913,2
4914,3
4915,1
4916,1
4917,3
4918,1
4919,1
4920,3
4921,3
4922,2
4923,0
4924,3
4925,3
4926,1
4927,1
4928,1
4929,1
4930,3
4931,2
4932,3
4933,3
4934,0
4935,3
4936,0
4937,1
4938,0
4939,1
4940,2
4941,1
4942,0
4943,3
4944,3
4945,0
4946,3
4947,2
4948,3
4949,0
4950,1
4951,3
4952,1
4953,0
4954,1
4955,1
4956,0
4957,1
4958,3
4959,3
4960,2
4961,1
4962,0
4963,3
4964,1
4965,0
4966,2
4967,0
4968,0
4969,3
4970,3
4971,3
4972,0
4973,1
4974,1
4975,2
4976,1
4977,3
4978,0
4979,0
4980,1
4981,3
4982,3
4983,1
4984,3
4985,3
4986,1
4987,0
4988,1
4989,2
4990,1
4991,2
4992,3
4993,3
4994,2
4995,2
4996,3
4997,0
4998,2
4999,3
5000,0
5001,0
5002,3
5003,1
5004,1
5005,3
5006,0
5007,3
5008,1
5009,1
5010,3
5011,1
5012,3
5013,2
5014,0
5015,1
5016,1
5017,1
5018,0
5019,0
5020,3
5021,0
5022,1
5023,2
5024,1
5025,3
5026,1
5027,2
5028,1
5029,0
5030,3
5031,1
5032,2
5033,3
5034,2
5035,1
5036,2
5037,3
5038,1
5039,3
5040,0
5041,2
5042,1
5043,1
5044,3
5045,1
5046,1
5047,1
5048,1
5049,1
5050,3
5051,3
5052,0
5053,1
5054,0
5055,3
5056,2
5057,0
5058,0
5059,0
5060,1
5061,1
5062,3
5063,3
5064,1
5065,2
5066,3
5067,3
5068,1
5069,3
5070,3
5071,1
5072,0
5073,2
5074,3
5075,1
5076,3
5077,3
5078,0
5079,0
5080,3
5081,1
5082,1
5083,1
5084,1
5085,1
5086,1
5087,3
5088,2
5089,1
5090,3
5091,3
5092,0
5093,3
5094,0
5095,3
5096,1
5097,0
5098,0
5099,1
5100,3
5101,1
5102,0
5103,1
5104,1
5105,1
5106,3
5107,0
5108,1
5109,1
5110,0
5111,3
5112,0
5113,1
5114,1
5115,0
5116,3
5117,3
5118,3
5119,2
5120,3
5121,3
5122,1
5123,0
5124,1
5125,3
5126,2
5127,1
5128,1
5129,3
5130,1
5131,0
5132,3
5133,1
5134,1
5135,0
5136,3
5137,3
5138,1
5139,0
5140,0
5141,0
5142,3
5143,1
5144,1
5145,0
5146,1
5147,1
5148,3
5149,1
5150,3
5151,0
5152,1
5153,1
5154,3
5155,0
5156,0
5157,1
5158,3
5159,0
5160,3
5161,1
5162,3
5163,1
5164,3
5165,0
5166,2
5167,0
5168,3
5169,1
5170,1
5171,3
5172,0
5173,0
5174,3
5175,0
5176,3
5177,3
5178,1
5179,3
5180,1
5181,0
5182,0
5183,0
5184,1
5185,1
5186,3
5187,3
5188,1
5189,1
5190,1
5191,0
5192,2
5193,3
5194,0
5195,1
5196,3
5197,3
5198,1
5199,3
5200,3
5201,1
5202,0
5203,2
5204,3
5205,3
5206,0
5207,1
5208,1
5209,0
5210,3
5211,1
5212,1
5213,0
5214,0
5215,2
5216,3
5217,1
5218,1
5219,0
5220,1
5221,3
5222,2
5223,3
5224,0
5225,3
5226,0
5227,0
5228,0
5229,3
5230,0
5231,3
5232,2
5233,1
5234,1
5235,0
5236,1
5237,1
5238,3
5239,3
5240,1
5241,3
5242,1
5243,1
5244,0
5245,0
5246,3
5247,3
5248,1
5249,1
5250,3
5251,1
5252,3
5253,1
5254,1
5255,3
5256,0
5257,0
5258,0
5259,1
5260,0
5261,1
5262,0
5263,0
5264,1
5265,3
5266,2
5267,3
5268,0
5269,1
5270,0
5271,0
5272,3
5273,0
5274,3
5275,0
5276,0
5277,0
5278,2
5279,2
5280,2
5281,1
5282,2
5283,0
5284,3
5285,0
5286,0
5287,2
5288,3
5289,1
5290,3
5291,1
5292,1
5293,1
5294,1
5295,0
5296,3
5297,1
5298,0
5299,3
5300,1
5301,3
5302,3
5303,3
5304,3
5305,2
5306,1
5307,3
5308,0
5309,1
5310,1
5311,1
5312,0
5313,1
5314,1
5315,1
5316,2
5317,2
5318,1
5319,0
5320,0
5321,2
5322,0
5323,3
5324,3
5325,0
5326,1
5327,0
5328,3
5329,0
5330,2
5331,3
5332,3
5333,3
5334,1
5335,1
5336,1
5337,3
5338,2
5339,1
5340,3
5341,1
5342,1
5343,0
5344,0
5345,1
5346,0
5347,3
5348,3
5349,1
5350,2
5351,3
5352,3
5353,1
5354,1
5355,1
5356,1
5357,1
5358,0
5359,1
5360,1
5361,3
5362,1
5363,3
5364,1
5365,0
5366,1
5367,1
5368,1
5369,1
5370,2
5371,1
5372,1
5373,0
5374,3
5375,3
5376,1
5377,0
5378,3
5379,1
5380,0
5381,1
5382,3
5383,1
5384,1
5385,1
5386,3
5387,3
5388,3
5389,2
5390,1
5391,0
5392,0
5393,3
5394,3
5395,0
5396,3
5397,1
5398,3
5399,0
5400,0
5401,3
5402,0
5403,1
5404,1
5405,2
5406,0
5407,1
5408,1
5409,1
5410,0
5411,3
5412,3
5413,1
5414,1
5415,0
5416,1
5417,2
5418,3
5419,3
5420,3
5421,3
5422,0
5423,3
5424,3
5425,0
5426,0
5427,0
5428,1
5429,2
5430,3
5431,0
5432,0
5433,1
5434,2
5435,3
5436,0
5437,2
5438,3
5439,1
5440,1
5441,1
5442,0
5443,3
5444,0
5445,0
5446,1
5447,0
5448,3
5449,3
5450,1
5451,3
5452,3
5453,3
5454,1
5455,0
5456,0
5457,3
5458,1
5459,3
5460,3
5461,1
5462,1
5463,3
5464,3
5465,2
5466,1
5467,1
5468,2
5469,3
5470,3
5471,3
5472,2
5473,1
5474,2
5475,1
5476,1
5477,3
5478,2
5479,3
5480,3
5481,1
5482,1
5483,3
5484,0
5485,1
5486,0
5487,2
5488,3
5489,3
5490,1
5491,3
5492,3
5493,3
5494,2
5495,1
5496,3
5497,3
5498,0
5499,3
5500,3
5501,0
5502,1
5503,1
5504,3
5505,2
5506,1
5507,3
5508,3
5509,1
5510,0
5511,3
5512,1
5513,2
5514,2
5515,3
5516,3
5517,0
5518,0
5519,0
5520,0
5521,0
5522,3
5523,3
5524,0
5525,3
5526,3
5527,3
5528,1
5529,3
5530,0
5531,3
5532,3
5533,3
5534,3
5535,3
5536,3
5537,1
5538,1
5539,1
5540,3
5541,1
5542,3
5543,1
5544,0
5545,1
5546,3
5547,3
5548,2
5549,0
5550,1
5551,3
5552,2
5553,0
5554,1
5555,1
5556,3
5557,3
5558,3
5559,1
5560,0
5561,1
5562,3
5563,0
5564,0
5565,1
5566,2
5567,1
5568,2
5569,3
5570,3
5571,2
5572,1
5573,0
5574,1
5575,1
5576,1
5577,3
5578,2
5579,1
5580,3
5581,3
5582,0
5583,1
5584,2
5585,0
5586,3
5587,3
5588,1
5589,0
5590,1
5591,0
5592,1
5593,0
5594,1
5595,0
5596,3
5597,1
5598,1
5599,1
5600,3
5601,3
5602,3
5603,1
5604,3
5605,0
5606,3
5607,0
5608,2
5609,3
5610,1
5611,1
5612,0
5613,3
5614,3
5615,3
5616,1
5617,1
5618,0
5619,1
5620,1
5621,3
5622,1
5623,1
5624,1
5625,3
5626,3
5627,0
5628,3
5629,3
5630,1
5631,3
5632,1
5633,0
5634,3
5635,3
5636,0
5637,2
5638,2
5639,3
5640,0
5641,3
5642,1
5643,3
5644,1
5645,0
5646,2
5647,3
5648,1
5649,3
5650,3
5651,1
5652,1
5653,2
5654,3
5655,1
5656,1
5657,3
5658,2
5659,1
5660,0
5661,0
5662,3
5663,1
5664,1
5665,0
5666,0
5667,1
5668,1
5669,1
5670,3
5671,3
5672,0
5673,3
5674,1
5675,0
5676,0
5677,1
5678,0
5679,3
5680,2
5681,3
5682,1
5683,2
5684,1
5685,1
5686,3
5687,3
5688,2
5689,0
5690,3
5691,1
5692,3
5693,1
5694,3
5695,3
5696,1
5697,0
5698,0
5699,3
5700,1
5701,1
5702,3
5703,1
5704,3
5705,2
5706,3
5707,1
5708,1
5709,0
5710,1
5711,0
5712,0
5713,3
5714,0
5715,0
5716,1
5717,1
5718,1
5719,0
5720,1
5721,2
5722,0
5723,3
5724,3
5725,2
5726,1
5727,1
5728,1
5729,3
5730,1
5731,0
5732,3
5733,1
5734,0
5735,0
5736,3
5737,1
5738,3
5739,3
5740,1
5741,3
5742,3
5743,0
5744,3
5745,1
5746,3
5747,3
5748,1
5749,3
5750,3
5751,0
5752,1
5753,0
5754,1
5755,1
5756,1
5757,1
5758,1
5759,1
5760,2
5761,2
5762,3
5763,3
5764,1
5765,3
5766,1
5767,1
5768,3
5769,3
5770,1
5771,3
5772,3
5773,3
5774,3
5775,2
5776,1
5777,2
5778,0
5779,3
5780,3
5781,3
5782,0
5783,1
5784,3
5785,3
5786,1
5787,2
5788,0
5789,3
5790,1
5791,1
5792,1
5793,1
5794,1
5795,1
5796,2
